skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total
15071378,3734094,10896522,26034778,10463040,0,51030,13857438,159460,2939846,12340482,0,35896,213346
7086226,3669484,1168454,45191202,4730866,0,588560,13850606,158844,4629002,12623604,0,35994,212912
145670,3954286,1776544,9660476,5601120,0,817264,13832014,159712,4615380,12660942,0,35840,212926
1475362,3910088,1886024,9687762,10287634,0,71134,13836970,159152,4482968,12251008,0,35938,213206
15565354,3943394,1759156,129629150,10698870,0,62286,13840232,159404,4487854,12204052,0,35882,212562
14142142,4194022,2005878,121173164,10380944,0,40376,13774474,158788,4676770,12873252,0,35896,212478
1966258,4618460,1602636,125751052,10408076,0,573006,13756932,160916,4758894,13121276,0,35812,213556
494102,4342520,1858920,70144522,10380286,84,70392,13680646,161588,4640342,13132462,0,35882,211512
9185232,1599780,2013200,9918804,10368022,0,70140,13731578,161714,4650800,12881358,0,36022,210770
10710910,2575104,1808520,130807796,5385590,0,219996,13758150,159880,4715480,12961326,0,18816,110306
1163330,2848664,1672300,102215988,5374768,0,36722,7134582,84476,4829202,9040710,0,18690,110250
1160348,2467850,1914052,36921164,5383294,56,36806,7130452,84308,4781350,9433354,0,18774,110544
2111410,2249772,1704164,15757028,5396356,140,178346,7128786,84476,4761806,10363640,0,18676,110208
1148630,2248974,1296876,101803422,5393808,140,36988,7118580,84686,4520502,9399222,0,18536,111020
1147258,2145976,1107218,100872576,5387592,140,224406,7129052,84350,4615590,9360022,0,18592,108276
6768230,2254980,1215620,10371046,5389104,140,450212,7113232,84028,4584118,8769348,0,18718,110964
1166578,2458176,1680294,6651862,5390952,140,36638,7126826,84028,4632446,8770048,0,18592,110012
5464074,2669828,1763916,8562414,5378842,140,36624,7129080,84406,4645186,8890910,0,18606,109928
1837934,2254406,1791972,74512718,2196796,168,440748,7125398,84252,4599714,8947946,0,18690,110124
1115716,2532544,1570282,79770614,2564534,168,611212,7128660,84448,4687858,9093840,0,18620,109620
1162224,843010,1671446,101102344,5364786,140,455042,7136024,84168,4559002,9041452,0,18662,109606
8257312,2558864,2128672,49107590,5475708,140,323330,7130382,84672,18403560,11032420,0,18550,108780
4681362,2333590,1836884,100852724,5396300,112,148652,7135842,84224,4617382,8881936,0,18592,111216
8411732,2262106,1965558,100548588,5360096,140,378238,7134092,84350,4642456,8865556,0,18662,111076
8264186,2862664,1630314,83192326,5378968,140,628012,7132258,83804,4612748,8940722,0,18648,110894
1067500,2706480,1776194,80771124,5404798,0,36666,7122416,84238,4652396,9096094,0,18620,110362
8413524,2355024,1911798,19462688,5367012,0,516236,7137732,84350,4325916,8362452,0,18620,111104
6476246,2602236,1913898,100975392,5387060,0,626556,7137704,84532,4599826,8344294,0,18760,111510
2264206,2848440,1633268,101027472,5367376,0,500542,7126644,84392,4633314,8414882,0,18690,109732
8325898,2261728,2375422,64454614,7061754,0,48174,7142492,84686,5154940,9541616,0,24584,145236
10755920,3400642,2277128,90767768,7094920,0,106232,9298044,109578,5147212,10412458,0,24458,145432
4180134,3487344,2247728,117499662,7070658,0,437626,9317826,109914,5360040,9928954,0,24514,145432
5199908,3301424,2463580,24041346,7078078,0,703696,9315446,109186,5222154,9364446,0,24640,143654
1427664,2873108,2971878,109057886,7116340,42,472850,9314326,110950,5839792,9325862,0,24584,143724
10795218,2917684,3013010,119544110,7073080,0,47880,9290974,110852,5659458,9247924,0,24416,143486
10778222,3039484,6120744,90903358,7075516,140,684642,9311078,108598,8824550,9470118,0,24416,143514
3359622,3493658,2400818,100017358,7076258,140,229726,9346106,109928,5717656,9708132,0,24360,142996
7751870,3316362,2956982,36594474,7124600,140,207340,9319016,109536,5703446,9317168,0,24206,143346
10793874,2843162,3029320,87470040,7083020,140,668696,9326842,109312,5853120,9508660,0,24276,143724
1436582,3535014,2733990,119748524,7037296,140,674996,9315880,110600,5942580,9590364,0,24486,143080
10820152,3047142,3453240,103571524,7052234,140,54586,9335494,110992,6421086,9323482,0,24360,144116
10820320,3500196,3684394,118347250,7039116,140,576590,9337188,109802,6360914,9359784,0,24332,143864
10698982,3083528,4132058,61185810,7133238,350,35294,9372020,110684,15861832,40785570,0,24290,143192
2421202,3201198,2585982,102262398,3018470,140,214466,9408546,110838,6251812,9537640,0,24864,143682
4052496,3230528,2379454,100013690,7028224,140,48244,9376024,109494,6112400,9596930,0,24878,144970
3574200,2879324,3160696,37552704,2731134,140,46690,9378208,110586,6134394,15991878,0,24836,145642
1450330,3502870,3381504,22793148,7055048,140,5054,9378880,110110,6290144,9872184,0,24654,145824
1447572,3192098,2783214,65859878,7096866,14,356496,9374092,110488,5568752,9654540,0,24402,144200
371980,2802884,2727158,33060846,7051534,84,48202,9372188,110376,5311068,9919504,0,24640,144606
1150940,2623852,2924040,140532042,10995544,0,87920,9369738,110446,5894700,13168834,0,38304,224532
6388788,462616,2299696,148504748,10989902,0,75362,14777602,170856,5304880,12739720,0,38094,226170
5162724,4188954,2367778,92359904,11081574,0,74872,14780696,170548,5389874,12691700,0,38052,224154
13310304,4178118,2532012,59469074,11096876,0,70686,14672294,170142,5341350,12443732,0,38304,224476
5382944,4776380,2121910,9894514,10544240,0,617848,14667366,168784,4630612,12408284,0,38290,224924
1429946,4824778,1971004,23052162,1611036,0,743568,14644126,170408,4614792,12570894,0,38220,225218
1536458,4083716,1939126,49672728,10073840,0,78092,14647570,170772,4544918,12613454,0,38192,222656
16301432,824810,2033640,116240026,5674438,0,74578,14657314,170044,4659648,12862668,0,38318,223244
16333212,4153660,1933526,148089578,9172716,0,6384,14680288,170170,4660642,12398358,0,38164,221452
12920096,4432316,1946952,148304520,11062128,0,71232,14684670,170450,4687550,12432994,0,38388,224560
3271660,4785536,2088730,68552974,11096246,154,72702,14698992,169862,4651948,12622680,0,38122,224406
119406,4721052,1659378,97352178,11038328,1526,74396,14703780,169806,4478110,12633334,0,37884,223244
1981574,2103514,1873788,130957204,10983112,154,844200,14660268,168056,4616192,12420674,0,38094,225050
1968834,4204256,1835946,105173082,10994410,168,830858,14670866,171584,4488176,12541032,0,37758,225148
16199106,4265744,15153334,125626508,11046882,154,815094,14683382,168196,3847522,13816810,0,38066,223202
16402834,4817036,1799546,146681374,10997630,140,475958,14797454,169918,4804156,12701808,0,37800,223636
16418374,4766006,2017736,127230180,11015844,140,129108,14795550,168532,4695978,13104532,0,37898,223160
16242772,4680816,1808912,134823150,10844078,140,838180,14800716,168014,4881100,13019230,0,37856,226114
1986208,4789708,2012892,145959226,10978618,140,838502,14776118,169806,4614610,13464696,0,37828,226114
14228746,4174058,1730820,147060200,10989496,140,846090,14790328,170184,4508392,12595884,0,38094,227696
16460752,3554544,1926876,114128224,6573882,0,568694,14789572,137648,4763374,9243990,0,22918,135436
10180408,3315004,1600074,114261826,6578474,0,45080,8755656,103474,4544246,9230886,0,22848,135954
10206518,3288670,2045092,101428936,6580042,0,704298,8745184,102914,4711770,9212490,0,22764,136346
3862796,3308284,1815912,96435668,6609120,0,699188,8755306,102760,4584846,9097298,0,23002,136024
5958890,2828518,2095016,113415722,6610870,0,698488,8725486,101150,4674810,9051182,0,22820,135436
10125164,2723056,1756734,113438206,6611626,0,694904,8685642,103166,4587828,9296980,0,22764,134414
10137162,3285940,2015118,112908208,6606348,0,683340,8690178,102382,4713520,9132130,0,22904,134470
9822554,3004260,1826020,108076234,6608392,0,45612,8647366,101220,4837518,9044994,0,22960,134106
10136574,3315326,1819440,95581682,6616302,14,552580,8704584,102816,4595766,8915774,0,22932,134498
7432614,3295936,1747592,115175326,6634796,140,694974,8696632,102312,4623010,9116212,0,22666,135072
2390654,3282188,1665468,115044636,6621006,140,688982,8757952,103656,4633524,8967728,0,22806,134974
10128370,2684318,1699040,114530052,6616288,140,690424,8691004,102354,4642456,9320710,0,22932,135450
10161144,3195472,1786722,114102408,6585460,140,203630,8708630,103418,4647566,8950270,0,22708,134946
10118668,3331244,1711640,114234974,6572454,140,341978,8690206,103096,4797044,9196082,0,22694,134232
10182774,3323978,1693468,100127062,6596772,140,313110,8670746,104104,4697770,9340296,0,22764,133602
1976730,2607374,1714398,87949148,6590780,140,44898,8704234,103502,4685660,9497124,0,22610,134372
1377908,2699746,1504776,108847326,6578166,140,644308,8747354,103376,4677204,10023748,0,22750,133686
5295640,2177966,4043662,39904256,6573672,168,427602,8743042,105028,7415394,9400356,0,22722,135674
1634332,2910292,1613850,6978188,6610688,140,126098,8730876,102718,4891096,9101848,0,22652,136178
10216794,2664942,1845102,6771730,6591200,140,279958,8741684,103922,4741842,9057748,0,22904,136514
1289820,2073050,1891750,48222902,4322150,196,112588,8117522,68320,4593092,7268590,0,15106,89152
6062196,2102674,1160208,78944152,4336304,0,416962,5718454,68894,4554452,7346514,0,15008,88746
1094184,1993824,1940988,41209630,4325412,0,29498,5719182,67830,4747008,7708316,0,15064,88942
4088966,2188872,1847930,11062002,4322052,98,29638,5722696,68600,4598426,7437822,0,15022,89432
1826706,1827252,1896384,79215878,4328156,0,32172,5712280,68670,4606028,7364196,0,14910,89040
3075912,2160634,1578738,75009942,4328786,0,22610,5714702,68544,4583544,7296856,0,15078,89348
939246,1915270,1782382,88393298,4320358,0,556710,5712042,68600,4788686,7372316,0,15008,88522
693224,1861258,7215488,9363004,4336276,0,336728,5717152,67746,10098158,8460788,0,15008,88704
3672998,1835204,1919148,33132134,4329500,0,29498,5706484,68306,4599378,7341250,0,14882,88564
6823278,497084,1162518,71828960,4315486,0,29428,5722724,67004,4565946,7463694,0,14952,88340
2959894,2364698,1528016,64969128,4330704,0,535864,5716130,68264,4712288,7442680,0,15064,88382
2263576,2378726,1801702,5157908,4325748,168,553126,5718370,68418,4845176,7452774,0,15372,88340
2852402,1833622,1911938,5352088,4326868,140,98714,5711832,68628,4731314,7581126,0,15232,88886
6802586,1637230,1629810,75808278,4322570,140,16660,5712630,67424,4702250,7581168,0,15442,88466
7226408,2363858,1525174,88950246,4327624,140,453824,5727946,67774,4842866,7902174,0,14994,88326
6643378,2225944,3673432,43384488,4331502,140,542164,5707744,68390,9036762,24115252,0,14966,88088
931952,1848910,2169160,10472476,4313624,252,549934,5718314,67130,4597824,7252658,0,14812,87822
3566318,2143694,2122624,90207334,4310278,140,168588,5722052,68124,4918242,7238364,0,14994,88102
6815802,1824774,2714894,89217254,4331208,140,29526,5730984,68110,5116454,7209468,0,14994,88340
7006272,2396212,2982406,73663842,4325202,140,29288,5729346,67676,6067110,7090384,0,14812,87598
450604,1230390,3052056,43859802,2089598,140,14154,2740752,32998,6197128,5517666,0,7252,42434
459718,1016540,2884182,3912832,2090382,168,266308,2742908,32774,6678378,5330388,0,7224,42686
456050,930202,3559612,50332338,2088660,140,304374,2741312,33488,5883738,5337038,0,7252,42476
1032612,893746,3293920,50451646,2089430,420,218778,2740262,33180,6395788,5341378,0,7294,42938
3336662,906584,3080252,43121778,2086014,140,59612,2740024,33418,6148562,5594932,0,7168,42420
3335192,1195292,2535442,39807614,2092104,140,35378,2741004,32620,6096846,5480804,0,7308,43344
456512,1232042,2802576,3634974,2088702,140,203896,2741788,32970,6198206,5525884,0,7238,42588
3213896,1095836,3117380,3703406,2094134,224,279496,2738960,33306,6211884,5746160,0,7336,42518
458752,1007468,3004414,50011458,2095548,0,246666,2739926,32970,5959548,5624220,0,7280,42784
3333330,903868,3371760,50126510,2093840,0,14154,2739940,32900,5690930,5715402,0,7210,42532
3335626,1142554,2261518,45736796,2085846,0,14308,2741536,32788,5140702,5784296,0,7238,42938
1604190,1239210,1351630,42824054,2084418,0,14112,2740724,33488,4608310,5826758,0,7280,42616
457898,1118194,1764742,3550582,2094946,0,137564,2742320,32592,4542188,6106786,0,7336,42448
452172,906584,1824970,40933326,2093140,0,307272,2739660,32872,4559142,6483134,0,7182,42980
458766,913262,1852802,49677698,2086406,0,309064,2743580,33432,4527180,5735590,0,7210,42952
3333722,884016,1866522,43025990,2092846,0,236334,2741424,32494,4650646,8775858,0,7252,42476
459620,989604,1359582,16608774,2086798,0,305326,2742754,32900,22058848,5620510,0,7210,42700
1121666,1221976,1818978,9079602,2090760,0,307314,2739394,33306,4719162,5585902,0,7280,43008
602742,1096032,1689898,3968636,2086532,0,302876,2742054,32956,4517954,5531414,0,7210,42378
2925594,895216,1536234,8705480,2097270,140,315574,2736972,32872,4530484,5447106,0,7252,143374
12491304,3259228,1483020,75599104,8275274,140,57176,10914806,128212,4537890,10546326,0,28350,165564
12547738,3266760,1551228,83979084,8291556,140,55860,10935722,128758,4486594,10828706,0,28392,167594
2051616,3456796,1805160,51748116,8275540,196,59962,10951458,128618,4524646,11361462,0,28462,166460
1599430,3497354,1528618,82009900,936082,140,7098,10939740,128870,4549986,11657786,0,28518,166082
7373310,3294998,1278018,122226398,6442800,168,387142,10929786,128310,4669476,11150062,0,28546,166446
8725710,3275090,1387344,122901646,8222158,140,728448,10946656,128758,4780944,12025622,0,28602,165410
1626940,3951864,1820196,123797926,8216446,224,55566,10928134,128352,4783548,12172874,0,28420,166306
1642746,3292744,1790908,41307700,8229284,140,470064,10936520,129332,4485194,11530890,0,28448,168560
1716540,3291498,5147114,11555670,8312066,140,56140,10995194,128828,8326108,11698498,0,28378,168756
4469850,3788512,1668646,9433172,8242262,168,245588,10980550,129360,4653194,11631662,0,28490,168252
3155390,3285758,1755544,27895602,8328642,364,56126,10986430,130018,4768792,12208140,0,28406,168672
4684610,3271800,1749468,58342298,8273860,140,56028,10986192,128394,4818086,12975326,0,28350,168854
12581464,115010,1808296,123896934,3291386,112,17178,10994606,128814,4750970,12245030,0,28392,168994
11496786,3548650,2094050,58292738,8221906,140,282100,10993528,129514,4814712,11874464,0,28406,170408
6376482,3871798,1704472,126984606,4619846,210,770980,10986682,129178,4853338,11077668,0,28588,170422
1642942,3971842,1218126,91291550,5447624,0,508942,10984246,129262,4637976,10639776,0,28574,170156
9605988,3401818,3988964,95499138,8310218,0,392602,10989650,128492,5818904,8502354,0,28406,169708
2166794,3488674,1859844,59034738,8243186,0,473466,11018770,128660,4611068,10497158,0,28308,169960
11078410,3896018,6024634,53153716,8399132,0,687456,11000528,127078,9412144,12092948,0,28490,169512
1588846,3899154,1915186,49516754,8457722,0,82530,10913154,127204,4699002,10319638,0,30716,245280
17582096,4391310,1989414,105338576,11916296,0,391216,15845410,181692,4685282,13116852,0,41580,243950
17152604,4787286,1744904,145630744,10747730,0,823522,15842554,182476,4557434,13075692,0,41454,241122
2134972,5105898,1502382,156378362,11927986,0,442498,15866144,182014,4539332,13304354,0,41146,241220
9013396,4788154,1825642,93972466,11966906,14,80206,15835372,182882,4646992,13130138,0,41118,240856
17556980,4462150,1910272,116856054,11348022,140,184828,15864800,183232,4528216,13138062,0,41398,241850
2164792,4844770,1896020,156241722,11952206,140,395794,15878492,182504,4649274,13245764,0,41230,240800
2137954,4454436,1789914,155182692,12008724,140,80500,15863736,181846,4569558,13477380,0,41538,241850
15426180,4481722,1901886,140134428,11994738,196,597394,15849918,182658,4733694,13658890,0,40656,241458
9727536,4596606,1532664,132679316,12211290,112,80318,15841420,181048,4660362,13277502,0,40516,241038
2118172,5154576,1597372,102783492,11761848,154,816830,15865542,182266,4847542,13879320,0,41132,242270
4496212,4499642,1999550,72952194,11861122,238,846538,15848252,183554,4642036,14096782,0,41090,240464
12807284,4518682,2446024,98416892,11849194,154,824572,15829842,184128,5148934,13703592,0,41398,240604
17827824,4555110,2452072,154292530,11841410,154,846496,16001902,184534,5287982,12997376,0,41510,241290
17734500,5178628,2343334,154189448,11848634,154,321860,15978620,183260,5200356,13210330,0,41216,239232
17718176,5190738,2433074,122322410,11860296,112,82978,15986768,183988,5162430,13172992,0,40586,242214
17765916,5170368,2491174,79404402,11847402,140,80696,15986614,183078,5191830,13356644,0,40474,243040
7792526,5201966,2514386,155617644,1973608,140,698712,15977346,183400,5145462,13013938,0,40740,243754
17466204,4158602,3086902,9725184,10594318,140,68376,15963276,183582,17968902,45727528,0,40880,242634
1647954,4258856,2607556,10413368,11800796,0,68054,15981532,184576,5460266,13279630,0,41370,236110
1851388,3169082,2275266,55034294,4166666,0,0,15990618,181748,5500852,13262256,0,9674,56980
28,882980,2080834,4610074,2798656,0,3290,3666712,44030,5323906,6223238,0,9758,57442
612584,1201200,1946336,13033202,1108240,0,18984,3667552,44310,5343198,6161834,0,9744,57190
780500,1205232,2141804,23747234,2801064,0,151438,3667748,44520,5352844,6161274,0,9716,57204
413896,1176182,2122792,5169570,2080484,0,83650,3669708,43386,5124854,6337226,0,9716,57610
631428,50764,1419320,50536682,2571982,0,16450,3665844,44226,4617298,6378540,0,9786,57526
4441192,1191764,1410416,52813292,2716224,0,18648,3666684,44310,4772964,6389418,0,9716,57106
3038056,1399608,1990730,1793764,2795268,0,119224,3666320,44156,4802952,6249628,0,9786,57442
339752,1597302,1570814,3677422,2883608,0,23534,3667412,44226,4809126,6454266,0,9688,57400
606704,1100582,1798902,11581668,647864,0,20762,3666068,43890,4725238,6929258,0,9730,58044
3376142,1201928,1537368,38458546,2240504,0,19068,3671542,43806,4737236,6218982,0,9674,57246
1152718,817838,1442182,63909902,839468,0,19124,3666208,44534,4746784,6111294,0,9786,57036
609266,1190476,1361430,3988250,2796122,308,22316,3667734,44562,4770948,5920376,0,9716,57540
605598,1345932,1408890,26080670,2796192,168,18774,3667258,44338,4503520,6094186,14,9814,56826
606396,1202712,1639204,26369532,2803738,308,6762,3665774,44422,4640720,6171214,0,9758,56980
228774,1192030,1621368,1966720,367682,392,19222,3668098,44128,4714780,6055812,0,9744,57568
649320,0,1492022,29775970,2791908,504,19320,3668056,44282,4701144,6091918,0,9730,58072
607964,1207010,1357328,37846172,2796360,140,39298,3667468,44310,4682454,6225996,0,9716,57148
489188,589526,1491686,61885544,1546160,140,105560,3667034,44002,4635736,6061146,0,9730,57274
4445840,1483608,9696162,52808868,2797102,140,107394,3672480,44002,4635036,14672126,0,9758,56868
1759702,1185674,4103232,38288096,5261480,140,123774,3667510,44366,8450610,6161848,0,19544,115710
1223894,2200212,1492988,66957828,5638318,168,621068,7514696,89796,4611502,8604526,14,19684,116732
3381252,2380322,1579914,98520310,5669720,140,46998,7511070,89390,4606350,8639904,0,19460,114758
8375290,2387938,1601614,62300854,5656574,140,238756,7518952,89278,4651850,8395184,14,19530,116382
8190840,2371096,1819300,1943312,5669482,112,123382,7519036,89432,4793558,8660624,14,19432,116592
1213170,2516374,1776222,29342208,5585930,140,22470,7516782,88662,4732896,8677312,0,19600,117012
8868832,2347744,1620472,97354866,1636838,616,239680,7516390,89348,4739574,8718486,0,19628,116830
